epoch, time, auc
7.000000, 18.321257,0.685753
7.000000, 18.341606,0.685792
7.000000, 18.361728,0.685821
7.000000, 18.382002,0.685852
7.000000, 18.402065,0.685887
7.000000, 18.422302,0.685939
7.000000, 18.444489,0.685972
7.000000, 18.464812,0.686005
7.000000, 18.485498,0.686030
7.000000, 18.505687,0.686058
7.000000, 18.525952,0.686095
7.000000, 18.547498,0.686122
7.000000, 18.568307,0.686167
7.000000, 18.589263,0.686203
7.000000, 18.609499,0.686248
7.000000, 18.630685,0.686292
7.000000, 18.651642,0.686346
7.000000, 18.672114,0.686387
7.000000, 18.693226,0.686424
7.000000, 18.713631,0.686469
7.000000, 18.734508,0.686512
7.000000, 18.754951,0.686560
7.000000, 18.775656,0.686594
7.000000, 18.797023,0.686632
7.000000, 18.817410,0.686676
7.000000, 18.838236,0.686714
7.000000, 18.859092,0.686760
7.000000, 18.880234,0.686800
7.000000, 18.899961,0.686822
7.000000, 18.921139,0.686858
7.000000, 18.941040,0.686888
7.000000, 18.961282,0.686932
7.000000, 18.982460,0.686954
7.000000, 19.003594,0.686997
7.000000, 19.024338,0.687040
7.000000, 19.045671,0.687082
7.000000, 19.066084,0.687113
7.000000, 19.087384,0.687139
7.000000, 19.108007,0.687163
7.000000, 19.128348,0.687199
7.000000, 19.148556,0.687224
7.000000, 19.169662,0.687269
7.000000, 19.189896,0.687312
7.000000, 19.211369,0.687361
7.000000, 19.232635,0.687404
7.000000, 19.253764,0.687453
7.000000, 19.275284,0.687496
7.000000, 19.295557,0.687548
7.000000, 19.316040,0.687597
7.000000, 19.336785,0.687658
7.000000, 19.357876,0.687705
7.000000, 19.378498,0.687761
7.000000, 19.398708,0.687790
7.000000, 19.419807,0.687821
7.000000, 19.441875,0.687855
7.000000, 19.462774,0.687873
7.000000, 19.482946,0.687894
7.000000, 19.503400,0.687920
7.000000, 19.523476,0.687945
7.000000, 19.544580,0.687975
7.000000, 19.564684,0.688003
7.000000, 19.585157,0.688042
7.000000, 19.605300,0.688061
epoch, time, auc
